date	opening_price	high_price	low_price	trade_price	volume	marketCapitalization
Jan 31, 2022	₩3,149,123.75	₩3,250,670.34	₩3,017,441.05	₩3,242,388.18	₩16,667,297,642,645	₩388,259,755,263,065
Jan 30, 2022	₩3,143,769.91	₩3,183,504.22	₩3,085,318.19	₩3,149,369.54	₩11,494,672,392,035	₩376,007,473,046,674
Jan 29, 2022	₩3,080,890.67	₩3,178,908.14	₩3,057,177.34	₩3,141,979.03	₩13,516,073,127,972	₩375,042,908,381,356
Jan 28, 2022	₩2,914,697.11	₩3,083,537.80	₩2,853,555.11	₩3,081,497.35	₩17,652,288,722,175	₩365,894,201,008,423
Jan 27, 2022	₩2,962,612.24	₩3,020,749.83	₩2,803,105.31	₩2,916,327.21	₩19,364,809,189,952	₩347,220,287,704,616
Jan 26, 2022	₩2,937,609.24	₩3,233,063.52	₩2,905,694.32	₩2,963,623.10	₩25,397,340,543,091	₩352,306,130,861,286
Jan 25, 2022	₩2,918,112.68	₩2,988,611.59	₩2,827,690.32	₩2,938,035.00	₩19,347,049,164,672	₩350,380,013,277,967
Jan 24, 2022	₩3,023,906.62	₩3,025,477.68	₩2,602,731.76	₩2,918,063.50	₩33,651,713,712,502	₩347,153,343,290,603
Jan 23, 2022	₩2,870,498.06	₩3,031,761.81	₩2,840,194.98	₩3,022,890.72	₩19,655,824,391,251	₩360,629,435,507,749
Jan 22, 2022	₩3,054,421.91	₩3,118,943.86	₩2,779,052.90	₩2,868,418.94	₩32,641,094,721,602	₩342,117,173,525,096
Jan 21, 2022	₩3,581,041.11	₩3,617,045.74	₩2,977,699.27	₩3,050,589.25	₩31,954,712,041,102	₩363,773,876,118,199
Jan 20, 2022	₩3,677,956.49	₩3,879,756.51	₩3,578,597.95	₩3,578,850.65	₩12,650,017,723,860	₩425,230,592,471,304
Jan 19, 2022	₩3,774,645.37	₩3,780,096.89	₩3,642,361.22	₩3,678,615.05	₩15,733,313,911,626	₩440,372,611,907,690
Jan 18, 2022	₩3,826,059.39	₩3,844,677.46	₩3,695,319.17	₩3,774,854.13	₩15,512,679,213,173	₩449,274,336,809,276
Jan 17, 2022	₩3,988,294.91	₩3,994,093.74	₩3,760,245.37	₩3,826,079.99	₩14,692,188,381,526	₩455,744,249,980,001
Jan 16, 2022	₩3,964,026.54	₩4,018,795.29	₩3,917,816.64	₩3,988,264.90	₩11,314,534,042,671	₩475,380,483,927,532
Jan 15, 2022	₩3,939,575.17	₩4,004,674.68	₩3,902,470.82	₩3,964,197.64	₩11,450,300,102,349	₩472,433,987,870,427
Jan 14, 2022	₩3,855,577.61	₩3,964,181.48	₩3,808,193.34	₩3,939,762.29	₩16,096,856,714,145	₩468,113,700,999,040
Jan 13, 2022	₩3,999,156.25	₩4,022,865.91	₩3,854,375.92	₩3,855,149.97	₩18,138,510,285,100	₩458,995,953,108,432
Jan 12, 2022	₩3,852,152.46	₩4,034,466.16	₩3,833,917.10	₩3,999,338.14	₩19,820,569,188,682	₩477,886,465,421,703
Jan 11, 2022	₩3,693,901.04	₩3,867,444.88	₩3,662,216.00	₩3,851,750.00	₩18,225,671,512,026	₩462,160,501,419,389
Jan 10, 2022	₩3,781,625.77	₩3,813,596.45	₩3,536,919.31	₩3,694,029.22	₩23,396,745,795,004	₩439,795,697,521,481
Jan 09, 2022	₩3,702,476.45	₩3,840,308.35	₩3,683,572.98	₩3,781,842.57	₩14,771,462,333,586	₩450,362,847,712,960
Jan 08, 2022	₩3,824,714.29	₩3,880,847.87	₩3,617,671.03	₩3,702,807.23	₩19,207,670,757,442	₩440,967,494,557,350
Jan 07, 2022	₩4,116,383.77	₩4,119,544.16	₩3,750,303.51	₩3,824,364.50	₩29,500,358,219,323	₩457,911,391,873,677
Jan 06, 2022	₩4,260,539.20	₩4,260,539.20	₩4,022,598.77	₩4,117,070.71	₩29,158,628,805,602	₩488,467,905,429,123
Jan 05, 2022	₩4,543,633.62	₩4,601,260.34	₩4,147,947.97	₩4,261,352.70	₩21,628,435,336,138	₩506,106,653,938,900
Jan 04, 2022	₩4,497,384.13	₩4,643,634.17	₩4,449,295.96	₩4,543,379.19	₩16,776,495,068,006	₩539,958,804,218,071
Jan 03, 2022	₩4,552,878.24	₩4,581,821.59	₩4,422,669.40	₩4,497,406.49	₩14,362,657,630,536	₩532,205,386,640,008
Jan 02, 2022	₩4,481,243.53	₩4,560,736.05	₩4,431,380.79	₩4,552,913.07	₩11,747,883,893,647	₩541,788,749,556,295
Jan 01, 2022	₩4,378,701.10	₩4,481,979.95	₩4,377,796.93	₩4,481,717.27	₩11,622,718,510,555	₩533,257,399,893,102
Dec 31, 2021	₩4,421,173.53	₩4,526,428.69	₩4,327,966.10	₩4,378,208.61	₩16,855,525,310,655	₩521,630,913,874,583
Dec 30, 2021	₩4,303,019.19	₩4,486,523.32	₩4,256,652.54	₩4,421,676.04	₩15,312,440,426,814	₩523,382,877,795,750
Dec 29, 2021	₩4,514,164.42	₩4,541,508.75	₩4,279,977.39	₩4,298,649.92	₩18,690,030,830,128	₩513,052,685,544,656
Dec 28, 2021	₩4,791,140.97	₩4,791,140.97	₩4,480,184.97	₩4,518,273.65	₩20,528,404,195,084	₩536,416,664,239,408
Dec 27, 2021	₩4,818,756.87	₩4,897,047.96	₩4,787,255.48	₩4,791,152.42	₩13,543,578,782,721	₩569,199,109,988,241
Dec 26, 2021	₩4,859,839.93	₩4,872,745.77	₩4,763,542.48	₩4,821,817.46	₩13,291,352,776,937	₩574,066,836,114,147
Dec 25, 2021	₩4,807,172.17	₩4,912,559.59	₩4,781,229.93	₩4,858,806.31	₩12,932,328,314,307	₩577,663,907,909,544
Dec 24, 2021	₩4,874,616.17	₩4,904,083.62	₩4,782,580.22	₩4,805,036.65	₩15,139,672,297,055	₩570,546,873,093,370
Dec 23, 2021	₩4,730,391.18	₩4,927,259.62	₩4,627,409.36	₩4,870,668.59	₩21,391,830,878,468	₩580,067,768,267,130
Dec 22, 2021	₩4,787,653.28	₩4,852,842.81	₩4,702,283.91	₩4,730,555.05	₩16,585,614,639,439	₩563,827,906,366,681
Dec 21, 2021	₩4,687,835.36	₩4,832,101.08	₩4,671,257.98	₩4,789,516.70	₩19,506,805,595,019	₩568,653,142,352,615
Dec 20, 2021	₩4,660,759.58	₩4,727,126.52	₩4,470,312.46	₩4,682,337.13	₩25,645,300,768,422	₩555,234,732,998,406
Dec 19, 2021	₩4,705,080.65	₩4,773,724.24	₩4,626,117.19	₩4,659,449.26	₩19,205,550,832,925	₩553,601,409,865,854
Dec 18, 2021	₩4,609,359.46	₩4,744,230.65	₩4,483,827.43	₩4,705,066.00	₩23,200,555,917,194	₩558,938,541,532,929
Dec 17, 2021	₩4,696,279.62	₩4,732,841.33	₩4,404,743.88	₩4,608,403.43	₩27,453,447,039,015	₩546,625,251,304,349
Dec 16, 2021	₩4,765,799.85	₩4,875,661.45	₩4,692,773.74	₩4,700,380.55	₩23,501,184,748,024	₩557,865,791,454,790
Dec 15, 2021	₩4,577,652.70	₩4,842,535.83	₩4,355,244.10	₩4,763,397.85	₩31,303,309,121,498	₩565,592,792,073,133
Dec 14, 2021	₩4,483,307.09	₩4,582,850.35	₩4,376,071.57	₩4,439,204.89	₩28,250,731,982,189	₩527,076,027,848,840
Dec 13, 2021	₩4,884,935.51	₩4,896,248.84	₩4,360,836.28	₩4,484,970.98	₩28,343,201,448,393	₩530,601,752,752,911
Dec 12, 2021	₩4,824,162.18	₩4,929,032.11	₩4,715,799.14	₩4,882,684.09	₩16,602,030,222,272	₩579,654,678,961,337
Dec 11, 2021	₩4,617,317.64	₩4,836,960.91	₩4,542,190.34	₩4,823,738.20	₩22,594,304,398,610	₩572,578,100,896,406
Dec 10, 2021	₩4,847,162.80	₩4,985,504.11	₩4,603,263.42	₩4,615,934.00	₩33,010,424,966,920	₩546,610,855,630,466
Dec 09, 2021	₩5,198,386.82	₩5,260,462.54	₩4,804,878.47	₩4,854,500.56	₩26,145,559,042,506	₩573,321,916,969,364
Dec 08, 2021	₩5,074,625.06	₩5,224,599.53	₩4,982,104.19	₩5,205,812.81	₩22,014,043,679,633	₩619,986,934,367,006
Dec 07, 2021	₩5,145,965.89	₩5,217,319.08	₩5,019,958.66	₩5,078,611.68	₩26,406,669,796,439	₩604,455,863,109,815
Dec 06, 2021	₩4,964,923.03	₩5,166,177.25	₩4,640,530.66	₩5,146,143.48	₩33,378,751,981,992	₩611,414,422,936,695
Dec 05, 2021	₩4,879,185.36	₩5,029,949.98	₩4,785,132.63	₩4,964,122.14	₩30,240,721,143,272	₩589,828,077,766,769
Dec 04, 2021	₩5,007,255.58	₩5,024,978.18	₩4,175,507.02	₩4,879,136.27	₩45,573,564,656,531	₩578,701,785,870,946
Dec 03, 2021	₩5,312,832.56	₩5,488,419.77	₩4,854,283.67	₩4,998,898.58	₩30,457,044,279,304	₩589,087,503,621,187
Dec 02, 2021	₩5,399,031.12	₩5,441,057.80	₩5,227,665.46	₩5,309,239.12	₩25,312,944,332,499	₩629,750,448,872,370
Dec 01, 2021	₩5,469,604.72	₩5,642,400.81	₩5,332,719.76	₩5,399,804.78	₩32,690,756,413,276	₩643,375,183,546,604
Nov 30, 2021	₩5,297,091.34	₩5,626,367.76	₩5,179,920.21	₩5,478,831.00	₩34,092,699,560,035	₩653,936,444,031,233
Nov 29, 2021	₩5,137,929.86	₩5,312,826.31	₩5,105,801.45	₩5,293,920.03	₩22,822,012,520,226	₩630,060,395,949,216
Nov 28, 2021	₩4,904,915.71	₩5,139,089.33	₩4,771,365.71	₩5,134,948.79	₩19,077,386,602,103	₩608,702,540,305,816
Nov 27, 2021	₩4,834,779.98	₩5,007,800.03	₩4,823,437.31	₩4,899,251.35	₩19,750,127,362,640	₩580,637,737,633,984
Nov 26, 2021	₩5,382,785.41	₩5,426,370.30	₩4,690,266.47	₩4,820,322.23	₩31,283,221,169,503	₩568,573,043,012,201
Nov 25, 2021	₩5,078,258.00	₩5,417,892.11	₩5,055,914.08	₩5,088,226.88	₩22,238,786,849,006	₩602,144,942,934,164
Nov 24, 2021	₩5,164,881.51	₩5,206,909.69	₩4,964,791.51	₩5,040,911.13	₩25,988,465,274,299	₩597,746,901,461,800
Nov 23, 2021	₩4,868,764.59	₩5,220,567.21	₩4,837,944.55	₩5,165,747.58	₩26,349,928,248,150	₩612,176,480,293,808
Nov 22, 2021	₩5,079,131.78	₩5,106,716.80	₩4,799,740.89	₩4,867,309.03	₩23,514,333,007,935	₩576,512,887,884,578
Nov 21, 2021	₩5,258,189.45	₩5,270,460.06	₩5,065,972.25	₩5,082,969.41	₩16,797,374,388,278	₩602,651,350,960,891
Nov 20, 2021	₩5,122,516.29	₩5,284,637.87	₩5,016,323.04	₩5,255,491.08	₩18,410,310,893,927	₩622,369,878,153,466
Nov 19, 2021	₩4,726,968.10	₩5,139,986.06	₩4,710,313.69	₩5,122,463.93	₩24,400,980,199,945	₩602,102,845,767,741
Nov 18, 2021	₩5,067,156.57	₩5,129,082.00	₩4,683,892.75	₩4,732,789.98	₩25,269,887,147,567	₩559,756,700,154,033
Nov 17, 2021	₩4,989,902.41	₩5,077,924.05	₩4,852,814.03	₩5,066,910.33	₩26,268,546,350,097	₩601,050,128,296,025
Nov 16, 2021	₩5,409,617.79	₩5,772,472.12	₩4,899,231.25	₩4,992,808.89	₩32,451,356,315,424	₩590,723,530,931,713
Nov 15, 2021	₩5,459,757.85	₩5,622,127.18	₩5,383,059.54	₩5,394,261.49	₩19,204,767,431,555	₩636,480,233,611,021
Nov 14, 2021	₩5,485,130.77	₩5,533,756.73	₩5,329,735.78	₩5,458,894.25	₩14,363,425,905,569	₩646,019,013,662,592
Nov 13, 2021	₩5,506,471.92	₩5,548,237.19	₩5,406,721.10	₩5,488,467.61	₩17,058,979,628,761	₩649,451,804,079,734
Nov 12, 2021	₩5,623,531.13	₩5,665,354.52	₩5,317,552.60	₩5,506,939.52	₩21,802,339,107,754	₩657,305,011,181,361
Nov 11, 2021	₩5,493,670.72	₩5,635,267.73	₩5,428,160.00	₩5,630,765.34	₩21,253,388,830,011	₩663,231,180,090,035
Nov 10, 2021	₩5,578,258.01	₩5,739,782.79	₩5,313,624.07	₩5,494,524.52	₩26,808,657,997,669	₩646,305,062,000,161
Nov 09, 2021	₩5,776,229.85	₩5,697,011.95	₩5,562,671.32	₩5,580,268.29	₩25,018,956,375,204	₩672,541,634,805,920
Nov 08, 2021	₩5,459,034.94	₩5,787,516.93	₩5,459,034.94	₩5,778,650.88	₩22,796,031,515,702	₩672,498,162,789,214
Nov 07, 2021	₩5,345,084.92	₩5,483,249.39	₩5,329,728.08	₩5,460,104.32	₩15,999,135,783,094	₩645,549,945,437,689
Nov 06, 2021	₩5,296,248.58	₩5,353,372.90	₩5,121,771.29	₩5,342,248.05	₩17,047,954,120,640	₩631,649,800,968,199
Nov 05, 2021	₩5,380,975.48	₩5,418,557.43	₩5,255,808.58	₩5,300,496.58	₩17,890,641,622,463	₩628,981,609,102,899
Nov 04, 2021	₩5,435,083.55	₩5,424,734.69	₩5,250,856.04	₩5,380,857.73	₩21,736,238,344,093	₩633,083,104,896,616
Nov 03, 2021	₩5,411,791.20	₩5,506,231.41	₩5,285,946.91	₩5,438,052.07	₩25,021,483,019,063	₩642,096,095,585,703
Nov 02, 2021	₩5,090,002.09	₩5,423,196.75	₩5,041,605.69	₩5,406,030.08	₩24,486,699,593,550	₩638,056,529,342,355
Nov 01, 2021	₩5,036,981.22	₩5,156,960.31	₩4,902,629.50	₩5,092,505.27	₩21,125,691,458,830	₩600,273,384,422,352
Oct 31, 2021	₩5,077,538.77	₩5,161,764.77	₩4,908,713.99	₩5,036,813.23	₩20,553,513,996,944	₩595,132,174,593,510
Oct 30, 2021	₩5,185,014.50	₩5,199,820.70	₩4,995,021.88	₩5,080,952.18	₩17,167,501,443,705	₩600,279,361,042,118
Oct 29, 2021	₩5,010,769.58	₩5,236,704.23	₩4,995,925.73	₩5,185,605.60	₩26,834,686,281,816	₩609,319,297,307,287
Oct 28, 2021	₩4,600,276.68	₩5,012,989.54	₩4,580,264.25	₩5,009,171.20	₩30,425,555,650,757	₩593,554,068,645,373
Oct 27, 2021	₩4,827,742.09	₩5,031,302.70	₩4,606,654.92	₩4,606,654.92	₩30,633,063,957,351	₩542,309,649,437,688
Oct 26, 2021	₩4,926,106.69	₩5,011,043.63	₩4,797,504.20	₩4,826,490.40	₩20,041,252,099,387	₩569,826,944,999,023
Oct 25, 2021	₩4,809,570.81	₩4,947,153.71	₩4,794,779.27	₩4,926,736.28	₩18,835,593,574,494	₩586,450,727,495,906
Oct 24, 2021	₩4,911,943.38	₩4,928,277.62	₩4,671,443.01	₩4,813,665.51	₩17,635,195,675,292	₩568,247,204,992,667
Oct 23, 2021	₩4,676,431.09	₩4,911,716.64	₩4,644,961.70	₩4,911,716.64	₩17,405,852,012,013	₩579,893,934,546,015
Oct 22, 2021	₩4,775,777.68	₩4,906,397.53	₩4,601,293.83	₩4,675,048.00	₩22,883,275,653,766	₩551,828,559,395,857
Oct 21, 2021	₩4,892,475.54	₩5,136,306.34	₩4,748,242.82	₩4,774,171.75	₩33,175,973,066,240	₩562,521,697,530,483
Oct 20, 2021	₩4,559,261.62	₩4,898,446.55	₩4,497,024.22	₩4,885,749.55	₩23,912,881,417,704	₩576,642,315,502,771
Oct 19, 2021	₩4,443,666.81	₩4,566,548.52	₩4,428,384.76	₩4,559,167.52	₩18,972,526,114,855	₩542,592,083,442,273
Oct 18, 2021	₩4,551,067.99	₩4,599,622.91	₩4,380,672.05	₩4,445,560.93	₩20,564,279,774,574	₩523,133,817,343,358
Oct 17, 2021	₩4,529,918.70	₩4,630,502.28	₩4,329,867.02	₩4,550,328.21	₩18,815,930,180,689	₩536,795,869,092,188
Oct 16, 2021	₩4,572,271.76	₩4,686,749.94	₩4,501,563.93	₩4,530,537.70	₩19,608,405,729,508	₩534,401,250,387,168
Oct 15, 2021	₩4,481,282.97	₩4,607,097.85	₩4,418,947.36	₩4,568,685.77	₩24,790,111,389,083	₩538,638,324,363,048
Oct 14, 2021	₩4,278,686.28	₩4,523,495.53	₩4,266,647.63	₩4,476,387.68	₩23,077,277,252,587	₩529,916,169,180,376
Oct 13, 2021	₩4,184,391.59	₩4,285,672.90	₩4,071,799.89	₩4,280,161.19	₩19,421,446,257,574	₩509,420,875,132,256
Oct 12, 2021	₩4,241,256.76	₩4,241,256.76	₩4,088,494.98	₩4,184,175.62	₩21,657,366,972,348	₩492,451,771,607,097
Oct 11, 2021	₩4,091,978.53	₩4,327,657.40	₩4,051,334.73	₩4,239,912.85	₩22,231,495,984,854	₩500,118,629,382,020
Oct 10, 2021	₩4,277,798.18	₩4,311,570.81	₩4,086,287.77	₩4,099,308.72	₩19,350,788,658,471	₩483,206,035,275,388
Oct 09, 2021	₩4,259,822.25	₩4,342,419.47	₩4,241,445.72	₩4,278,631.28	₩15,204,986,263,617	₩504,286,883,139,400
Oct 08, 2021	₩4,274,041.75	₩4,385,983.06	₩4,244,624.36	₩4,264,323.01	₩19,324,654,848,170	₩500,309,178,511,886
Oct 07, 2021	₩4,261,255.91	₩4,348,534.51	₩4,141,103.48	₩4,274,210.82	₩22,743,351,670,148	₩503,691,667,353,226
Oct 06, 2021	₩4,175,593.06	₩4,328,513.31	₩4,015,404.49	₩4,265,720.50	₩25,951,005,330,488	₩500,927,688,127,901
Oct 05, 2021	₩4,006,670.56	₩4,201,826.20	₩3,998,928.04	₩4,177,906.48	₩19,705,961,958,693	₩491,103,512,960,092
Oct 04, 2021	₩4,037,576.34	₩4,068,763.87	₩3,884,344.49	₩4,004,662.08	₩20,959,397,192,377	₩470,223,367,171,152
Oct 03, 2021	₩4,002,798.25	₩4,113,574.30	₩3,952,453.16	₩4,037,083.16	₩18,317,294,643,254	₩475,291,548,503,970
Oct 02, 2021	₩3,906,118.84	₩4,090,237.73	₩3,848,459.87	₩4,003,892.44	₩22,668,738,430,231	₩471,530,811,554,139
Oct 01, 2021	₩3,555,501.91	₩3,928,627.74	₩3,538,276.60	₩3,904,520.06	₩26,428,319,904,440	₩461,419,729,314,479
Sep 30, 2021	₩3,390,070.27	₩3,606,527.68	₩3,370,937.09	₩3,556,153.21	₩20,988,962,908,554	₩420,016,900,314,386
Sep 29, 2021	₩3,337,135.29	₩3,490,824.47	₩3,311,637.46	₩3,390,764.94	₩18,725,245,125,298	₩399,005,515,023,438
Sep 28, 2021	₩3,450,201.60	₩3,513,684.65	₩3,317,312.80	₩3,334,758.51	₩19,901,727,341,534	₩389,267,489,944,408
Sep 27, 2021	₩3,618,301.17	₩3,719,360.37	₩3,454,594.84	₩3,456,298.14	₩22,617,411,056,398	₩407,583,138,532,924
Sep 26, 2021	₩3,453,845.74	₩3,676,574.77	₩3,239,321.42	₩3,614,084.76	₩24,989,369,165,563	₩425,354,429,516,470
Sep 25, 2021	₩3,459,206.13	₩3,504,185.49	₩3,327,117.95	₩3,452,928.07	₩22,345,610,894,192	₩406,320,230,286,812
Sep 24, 2021	₩3,705,979.58	₩3,704,507.63	₩3,237,381.15	₩3,460,131.91	₩30,069,502,692,690	₩405,237,356,484,012
Sep 23, 2021	₩3,638,253.35	₩3,723,835.35	₩3,602,083.83	₩3,707,109.28	₩21,886,783,324,039	₩438,813,721,570,447
Sep 22, 2021	₩3,271,196.29	₩3,645,111.46	₩3,249,699.20	₩3,638,127.60	₩28,106,839,826,254	₩428,621,935,905,036
Sep 21, 2021	₩3,535,027.64	₩3,672,823.77	₩3,170,179.34	₩3,272,642.87	₩36,100,614,589,989	₩386,061,476,328,274
Sep 20, 2021	₩3,936,038.37	₩3,950,309.66	₩3,479,836.16	₩3,513,279.52	₩32,356,352,899,900	₩411,371,264,759,111
Sep 19, 2021	₩4,058,215.03	₩4,075,985.69	₩3,884,442.50	₩3,935,774.97	₩16,852,779,868,711	₩462,784,674,539,567
Sep 18, 2021	₩4,015,821.63	₩4,185,305.40	₩3,985,644.26	₩4,056,714.19	₩18,906,670,220,311	₩476,987,140,009,748
Sep 17, 2021	₩4,195,742.70	₩4,235,773.00	₩3,967,390.99	₩4,017,140.81	₩20,831,224,316,262	₩469,642,590,896,792
Sep 16, 2021	₩4,213,630.80	₩4,299,336.58	₩4,101,088.73	₩4,197,772.32	₩23,433,867,585,710	₩489,595,781,200,936
Sep 15, 2021	₩4,020,528.74	₩4,216,206.97	₩3,939,406.46	₩4,216,206.97	₩20,562,515,348,055	₩497,920,097,526,156
Sep 14, 2021	₩3,851,930.75	₩4,018,129.48	₩3,841,770.50	₩4,018,129.48	₩22,417,134,745,851	₩472,378,913,894,800
Sep 13, 2021	₩3,988,046.33	₩4,018,930.34	₩3,664,555.57	₩3,850,987.68	₩26,592,912,964,914	₩451,870,220,458,629
Sep 12, 2021	₩3,827,484.11	₩4,052,403.47	₩3,786,307.39	₩3,991,162.60	₩19,674,569,321,936	₩468,955,473,321,973
Sep 11, 2021	₩3,755,785.14	₩3,916,707.50	₩3,755,704.87	₩3,827,468.11	₩21,800,812,139,704	₩449,670,897,740,839
Sep 10, 2021	₩4,008,111.07	₩4,119,985.20	₩3,694,958.72	₩3,758,682.21	₩26,157,795,081,586	₩441,417,592,183,497
Sep 09, 2021	₩4,030,813.38	₩4,160,742.14	₩3,977,564.93	₩4,010,188.14	₩28,157,572,697,960	₩469,995,712,616,837
Sep 08, 2021	₩3,983,765.68	₩4,155,739.91	₩3,765,773.38	₩4,083,078.07	₩36,879,967,306,749	₩477,280,583,938,983
Sep 07, 2021	₩4,541,182.60	₩4,568,721.17	₩3,562,554.00	₩3,981,460.56	₩45,256,932,105,039	₩465,351,928,812,624
Sep 06, 2021	₩4,566,969.32	₩4,589,799.38	₩4,471,634.67	₩4,543,324.42	₩21,583,270,262,422	₩533,102,801,866,057
Sep 05, 2021	₩4,491,627.00	₩4,599,367.13	₩4,436,331.81	₩4,567,677.42	₩21,232,824,806,952	₩536,264,842,327,044
Sep 04, 2021	₩4,551,239.74	₩4,587,690.38	₩4,435,688.82	₩4,493,357.78	₩24,047,647,866,541	₩527,478,499,680,492
Sep 03, 2021	₩4,386,374.12	₩4,648,079.75	₩4,294,942.29	₩4,554,365.48	₩30,351,807,619,104	₩535,676,318,349,705
Sep 02, 2021	₩4,422,129.50	₩4,439,880.15	₩4,324,184.04	₩4,390,431.67	₩28,194,365,358,816	₩514,379,453,006,188
Sep 01, 2021	₩3,977,667.77	₩4,435,817.39	₩3,929,160.52	₩4,433,459.64	₩34,864,557,362,133	₩521,755,739,029,759
Aug 31, 2021	₩3,765,212.02	₩4,015,219.79	₩3,726,644.95	₩3,981,111.74	₩31,822,979,539,976	₩469,990,110,478,618
Aug 30, 2021	₩3,751,066.23	₩3,904,586.98	₩3,669,610.10	₩3,761,264.69	₩22,441,037,152,884	₩439,702,620,612,461
Aug 29, 2021	₩3,773,819.41	₩3,816,203.16	₩3,671,614.82	₩3,750,845.41	₩15,455,021,655,524	₩440,009,959,476,050
Aug 28, 2021	₩3,806,752.18	₩3,818,075.01	₩3,739,684.69	₩3,771,067.24	₩15,935,118,536,283	₩442,331,656,464,488
Aug 27, 2021	₩3,625,894.70	₩3,814,581.76	₩3,597,252.58	₩3,801,517.46	₩21,651,344,081,745	₩449,178,167,132,517
Aug 26, 2021	₩3,759,324.46	₩3,783,799.27	₩3,566,672.65	₩3,630,484.46	₩20,265,925,823,658	₩423,318,628,518,337
Aug 25, 2021	₩3,696,342.82	₩3,783,887.39	₩3,601,041.19	₩3,754,862.57	₩22,011,665,297,139	₩440,332,354,127,524
Aug 24, 2021	₩3,885,455.02	₩3,915,277.79	₩3,673,696.98	₩3,694,231.19	₩23,525,295,559,617	₩434,659,246,262,655
Aug 23, 2021	₩3,809,374.47	₩3,950,142.53	₩3,805,335.47	₩3,878,912.93	₩24,105,486,580,698	₩457,300,392,721,475
Aug 22, 2021	₩3,791,591.42	₩3,845,723.34	₩3,692,612.49	₩3,810,265.32	₩18,784,188,177,783	₩446,621,072,624,599
Aug 21, 2021	₩3,862,407.73	₩3,886,402.74	₩3,772,363.06	₩3,791,422.89	₩21,285,372,831,270	₩444,300,796,553,010
Aug 20, 2021	₩3,743,461.66	₩3,894,865.39	₩3,733,859.88	₩3,862,411.96	₩24,569,617,537,795	₩453,133,589,046,306
Aug 19, 2021	₩3,534,431.55	₩3,747,541.64	₩3,483,617.99	₩3,744,096.52	₩22,882,451,315,755	₩436,584,691,312,830
Aug 18, 2021	₩3,546,436.68	₩3,658,384.24	₩3,481,330.91	₩3,535,558.89	₩25,361,388,058,033	₩416,625,638,715,057
Aug 17, 2021	₩3,673,552.63	₩3,847,192.31	₩3,529,689.74	₩3,549,830.47	₩29,754,698,260,382	₩411,965,053,781,171
Aug 16, 2021	₩3,846,816.08	₩3,877,773.88	₩3,662,769.23	₩3,681,868.23	₩26,827,846,929,813	₩429,773,680,029,214
Aug 15, 2021	₩3,796,653.96	₩3,859,183.26	₩3,624,058.65	₩3,848,073.89	₩25,765,553,427,623	₩450,687,775,544,884
Aug 14, 2021	₩3,862,312.90	₩3,869,889.52	₩3,736,493.50	₩3,795,686.05	₩23,085,868,925,961	₩444,502,203,998,482
Aug 13, 2021	₩3,545,979.82	₩3,864,531.80	₩3,544,729.81	₩3,861,672.50	₩27,759,424,691,901	₩452,417,801,752,861
Aug 12, 2021	₩3,650,983.07	₩3,749,724.95	₩3,473,068.55	₩3,539,482.37	₩29,312,049,514,915	₩411,143,962,013,876
Aug 11, 2021	₩3,625,197.04	₩3,782,436.91	₩3,603,474.78	₩3,651,062.96	₩30,831,450,466,009	₩427,281,688,011,894
Aug 10, 2021	₩3,627,694.30	₩3,721,804.55	₩3,525,428.54	₩3,623,883.00	₩31,660,360,897,323	₩421,766,621,682,122
Aug 09, 2021	₩3,452,529.81	₩3,652,660.44	₩3,317,105.79	₩3,633,206.51	₩36,650,298,894,344	₩424,868,011,078,375
Aug 08, 2021	₩3,623,219.29	₩3,650,002.00	₩3,382,466.18	₩3,453,500.46	₩32,588,965,408,603	₩404,227,903,606,134
Aug 07, 2021	₩3,313,665.42	₩3,633,531.06	₩3,287,112.26	₩3,618,641.59	₩37,908,714,812,804	₩423,345,524,512,323
Aug 06, 2021	₩3,232,451.84	₩3,375,328.88	₩3,116,574.65	₩3,312,787.95	₩30,327,937,983,450	₩386,679,368,296,325
Aug 05, 2021	₩3,121,082.02	₩3,248,569.41	₩2,910,789.44	₩3,232,252.30	₩35,563,495,924,431	₩378,740,060,071,453
Aug 04, 2021	₩2,881,265.97	₩3,161,508.49	₩2,817,638.10	₩3,119,879.99	₩28,758,963,345,664	₩366,059,314,913,333
Aug 03, 2021	₩3,002,134.75	₩3,026,254.81	₩2,813,397.76	₩2,874,150.22	₩26,112,659,355,554	₩336,721,019,712,978
Aug 02, 2021	₩2,946,375.70	₩3,068,575.84	₩2,889,742.46	₩3,002,986.64	₩25,529,925,932,048	₩351,623,279,139,073
Aug 01, 2021	₩2,914,916.00	₩3,104,946.10	₩2,903,937.19	₩2,951,072.57	₩26,146,492,228,527	₩345,077,865,956,731
Jul 31, 2021	₩2,835,562.92	₩2,938,758.99	₩2,792,066.43	₩2,921,536.43	₩20,736,710,126,071	₩341,585,256,240,831
Jul 30, 2021	₩2,722,319.93	₩2,844,927.02	₩2,665,601.67	₩2,841,766.97	₩23,095,402,492,033	₩329,533,430,314,080
Jul 29, 2021	₩2,644,807.75	₩2,740,538.50	₩2,614,176.09	₩2,720,504.90	₩18,767,077,970,355	₩320,180,415,187,603
Jul 28, 2021	₩2,657,660.79	₩2,702,882.51	₩2,598,924.30	₩2,641,970.37	₩21,924,698,943,300	₩309,881,372,209,015
